,0,1,2,3,4,5
1057,sR1AuoqmWARu4TS8S4EqbA,"Went for lunch twice this week, 5/24 and 5/25.. Food is delicious! Guy at the window, polite and professional. 100% recommend stopping by here! You can...",5,2023-05-26 04:13:13,vwYkX_cUoGwqG55A6Z_bww,
1058,TrZceZ1bTPG3wRjOBjAKRw,"Went here on 5/16/2023. Place was closed at 4pm. Recommended by someone else. Maybe closed permanently , maybe not.",1,2023-05-16 13:06:49,Ns3j7EYpEt0pQvb8p2tGVw,
1059,DvF1Jo3TbSoJIsbLuYXDYA,"I love this Taqueria, people are kind here and the meat is so juicy and good flavors. The sauces are great. Thank you! Definitely my favorite taco stand!",5,2022-06-06 10:28:47,_em9TiON5ed5sOze2a50SA,
1060,9U8vVBitTTOP9H19ERW4zA,Stopped by before a concert at Nationwide on a Friday night. This location had been open about a month we were told. As someone who lived in the South for a...,5,2023-04-24 09:03:21,-0gVzzQEfwPC8Y4zqRVm_A,
1061,VIexNDM9T8kTWz1C0EA72Q,"Ready for authentic delicious creole and the most friendly people? Get here now! If you are staying in the Hilton or Hyatt, or just attending an event in...",5,2023-05-14 09:34:19,jBQwQxt0YDvZrsw2Nek_bw,
1062,luYhE_Wfvu-Q41c5CbJwLw,"Been here 3 times everything I've had has been awesome! Bourbon chicken, creole chicken bowl, and chicken po boy",5,2023-06-29 15:02:55,YstBvBNxqR72j_48YAIrkA,
1063,tNBASQCf6kidiFcQjvqC0A,If you're looking for a yummy takeout spot definitely give this place a try. I ordered so much food for a great price and all of my friends loved it. We...,4,2023-03-20 12:40:46,6IwOhPNOOSpUVzkjsfmaUQ,
1064,48ND5KUBqRWwMcYy4H4SPw,"I came here last Monday and Tuesday and honestly, I'd give it 4 stars, but thought the staff was kinda rude on my second visit. On my first visit, we got...",3,2023-03-09 12:36:44,xNcBwkBhla2ljf7vnGRqJg,
1065,dDQWqm_tp_Nq7HXuDy8FvQ,"Eastern Bay has a lot of negative reviews from the previous management. About 5 years ago, new management took over, and it's a complete 180 from the...",5,2022-07-24 11:19:11,JzP5uJjhZb0Vj8J_bn3mOg,
1066,E6y8BwkfnL4TYqWY5iqfZg,"Don't let the unmoved grass and dirty awning put you off, this place is AMAZING!!!! I just got takeout from here while my car is being worked on at Midas...",4,2023-06-29 11:00:17,nMutzsv1j0ke0dTl5h-BzA,
1067,1Ah4N9voGFDcfva38WeXZg,This location of Fusian has the best rate of accuracy in my order. It's always made right and with the perfect proportions of ingredients. It's rolled tight...,5,2023-02-05 14:27:05,4fYurbDWINOTfdE_AiWzzw,
1068,hlUsU8F4uHwy30RrWLCZeg,I've been meeting a co-worker/friend for lunch on a monthly basis for over a year now.  We've been making our rounds trying new (to us) Easton restaurants -...,4,2022-10-16 16:03:31,AoFRi-4XknffP3RajTk7pg,
1069,l24FRXq0GtuOx_cIna4gUQ,"If you like hair wrapped up in your roll, go to Fusian. Came home to find this hair intertwined in the roll (so it's definitely not mine). This isn't the...",1,2023-07-11 18:21:10,0r53XYPFKzvuUHGF2Nkzyw,
1070,EXKGQXbCSvVYEyGARzWkAg,"This is my first experience of building my own ""Pho bowl"" that offer in 6-1 Pho. For the pho bowl, you can select the broth and then the protein. As you...",4,2022-07-10 15:15:04,ioSpGJpNQxw7aX1Kb0p2eA,
1071,va3IaDUZrzAA7bivDZLY-w,"My friend ordered me some 6-1-Pho while I was home sick (so thoughtful!), and it just hit the spot.  The first thing I want when I'm sick is a big bowl of...",4,2022-09-10 10:40:01,qn7SBX0zPE0keFJe0V-_9A,
1072,zaFImfKlEespjBogBHufSg,"I've been here twice and both times I had a decent meal. I always get the pork spring rolls and beef-flavored pho. The pho is satisfying and filling, but...",4,2022-12-18 09:25:40,H8QedG_mBZ-JC8Yafgoyyw,
1073,2x0VocQPVzHaAJdsV_A17A,"I've been here several times - normally early in the day, before the crowds.

The bartenders have always been awesome - there is no denying that. It's been...",1,2023-02-04 18:16:18,c0uIYXfInsCHPZEovnSLYw,
1074,2njThkPeUUPKwTrEnI6-nw,Everything we ordered was tasty and authentic. Grilled Tandoori platter is not to be missed.,5,2023-06-17 06:16:07,aX3PIX2CWXQnogEeO_Jidg,
1075,ikYsxL6G-X1s7HMzeq2thA,"We ordered our food to go. We had the mushroom lamb dish very tender and delicious. We also had the curry chicken
We ordered roti also . The food was very...",5,2023-01-05 16:28:07,mKBATdWvKBhmGNO36TrtHQ,
1076,ZVAviAXWgEqv_MezFUDHmQ,"SEVEN WORDS - UPSCALE BREAKFAST FUSION / CASUALLY COMFY GATHER8NG SPOT.
.
With the choices for 
 dining near the downtown theaters (Ohio and Palace)...",5,2023-04-01 00:15:26,fzyz0WDgCeCN2zHo-iBtxQ,
1077,KlGBBnX-RXmpfdc8_0CdNA,"Excellent return to Service Bar after their long closure.  Welcome back.  The new chef was hitting on all cylinders -- we tried the Jerusalem artichokes,...",5,2022-12-17 20:08:33,TxWaB-JvagRyPUf15oy-4g,
1078,ZZPSNwgm4v90zTa6AbP0Qg,Good experience and will be back! Staff was friendly and the place was clean. The pita was kind of strewn about and the bowl was a little bland. But we will...,4,2023-01-23 20:14:24,lLmW5vaY4UmoZx5qsreGMA,
1079,gPIVmPVQYZJOWrzSCZuayw,So i recently stumbled across this cafe/ cocktail bar because they are hosting bachelor viewing parties & the place itself is gorgeous. The place is dark...,5,2023-02-18 06:48:39,XADkiKLFCM1HMfbGwF5HOw,
1080,I8s8Cce8TAHVzB2cmV2paw,"Windward Passage had been on my list of places to check out for a while, but the warnings of long waits had always prevented us from going. One Friday...",5,2023-02-03 17:21:32,C-xIeg65giF134BuQoGGFA,
1081,HeSctp2kPAmRX5gTPPFupw,"Food = great!
Service = great!
Cleanliness = great!
Price = good a little pricey for me. 
Location = great.
Why only 2 stars? The music inside was so loud...",2,2023-02-20 14:16:18,euhlNPL9QzFemvai5DQcBw,
1082,IJ2m_PkohQmAmeRKB8Q3Pw,"This was my first time at Brassica. Good ambiance, nice style and good vibe. Honestly the food was very good, very tasty but it wasn't even close to being...",3,2023-02-08 10:06:16,YQAUATos_4hm6l-TSDhdLA,
1083,aRuC4xGEY44A8xKgJeb_nw,"We initially selected Nada for dinner due to its proximity to our evening concert. We are glad we did for these reasons:
1. Food was beyond expectations
2....",5,2023-03-16 06:04:04,qBJCupBjoEynPeoRl1ag-g,
1084,ZFfJqxl7F9_gsKlhhh-ZyA,"Food was super impressive. Third and Hollywood level vibe but less expensive. The sweet potato appetizer had a sauce that was unbelievable, and the Brussels...",4,2023-03-21 19:29:29,G5Jc9R4NVQx0kKm-YXiULQ,
1085,mZhRpCW0Pjj0hZs3En8xWQ,I do love Town Hall but unfortunately my experience here is not always consistent. I've had great experiences and I've had horrible ones as well. Today I...,2,2023-07-08 08:33:35,jBAZ8-IU6y7wt0p0pP8AQQ,
1086,MYNrK-nSYgvmzdf4sL9gCw,"I LOVE Arch City! I go there often with out of towners and have put so many locals on! M
What I love most about it is the consistency.

My go to is the Arch...",3,2023-01-11 16:46:01,lwLS50Yp6FUHyat76f3N-w,
1087,5HClUdzkVC__5c120_SJEg,We were in from Cincinnati visiting family and my sister took us to this cute place. We loved the décor and the energy (and especially the comfy chairs!) We...,5,2023-06-27 09:43:57,laPqW00JQ0vNi9-Gin3TCw,
1088,al2G5Jlv2qks__mg42lbQA,"We had a 9:00 dinner here last night. It was perfect.

My wife got the large tenderloin. It was delicious and cooked perfectly. I got the lasagna. A big...",5,2023-04-09 05:11:30,1u6wI_O_3Ff65msvDPvO6w,
1089,awFLQZHUz5BmUbt2eiV1Lg,BEST lunch we've had in a long time! We were seated promptly and drinks came quick. Our waitress was super helpful and walked us through the menu since it...,5,2023-06-11 09:33:49,jtZps-v38glcZd-LHNW9Ag,
1090,znWOb7IWRsPQkoB8OB3Bgg,Fantastic Vegan food! Delicious and well thought out meals. Great place for a fancy date night.,5,2023-06-22 19:58:33,0nVtRTsgoHPJcCtsJsY-Ow,
1091,i02HNCNPhoI_k7czIvNA_g,We love music trivia! The pizza is a little inconsistent but usually good. Kinda a crackery crust with lots of cheese and toppings. Bee sting and chipotle...,4,2023-02-28 15:22:30,vYeM8xT_2LYfGUcwjRHDJQ,
1092,aCLCOCDVHBkBohaf-O-j3Q,"Visited for lunch with a friend on a Sunday afternoon. It was my first time visiting this part of town. There is no reserved parking for Saucy Brew Works,...",5,2023-01-29 13:26:51,ZaG_uKnE4e86ud-9ud4kTw,
1093,94OFviLe8gExQqnrGc6waw,So. Good. The puffle is amazing and soaks up all the melted ice cream in the bottom of the cone. I tried the fruity pebbles and it wasn't my favorite- it...,5,2023-06-04 08:39:52,9ioYZ1wY8ORcS595ujnwEQ,
1094,9p9Yfq-COa05YbxIw6gKhA,"I just don't know what to say. I've given this place multiple chances. 

Their beer is meh, their food is borderline mediocre, but the service is sometimes...",2,2023-02-06 14:30:44,c0uIYXfInsCHPZEovnSLYw,
1095,HhmMWR3GnU1D1ZzTR71J4g,"Located in a strip mall I've passed at least 40 times and thought, ""I should stop in there!"" Well, I finally did! The owner is very polite and...",5,2022-01-18 05:11:08,kq_nLmOsnoKO1jhGAsGttw,
1096,bsZUXJlH5f6E8EfkewUsaA,"One of my favorite parks! It is a really nice topiary garden, pond, and park. 

The park is located on East Town Street in the downtown Columbus area at 480...",5,2022-10-29 12:00:44,FQar1FetpimUb1-oH0iHVg,
1097,Z0OnJsDQY6OTQILeRmgUBA,Finally got to check this place out! The hot dogs were pretty decent but so heavy (which is what is to be expected) . It did have a nice flavor and they had...,3,2023-05-21 09:53:41,4PYYNcD0UEZju2PKx2k46Q,
1098,901UHsSkL463TGNtlbqNyQ,Had a very tasty half hot dog half cheese Korean corn dog here. Highly recommend the version with potatoes in the breading. The cheesey sauce and jalapeños...,5,2023-06-27 11:04:23,dneCUPmvhNxfEcVUwYqWgQ,
1099,lWPp-eWKe9vOU0Mu09lICA,"One of our fave spots for breakfast! 

Parking is always weird since they have such a tiny parking lot, but we were able to find street parking nearby....",4,2023-07-03 07:28:19,cb5Ag92-PHiMqZ6cgZacPw,
1100,5MLKt4P7BMrMnRReU5H2uA,"Looking at moving to Columbus. If this is the way things are here, we're there. (Got that?)

Very comfortable, attractive store in a comfortable, attractive...",5,2023-02-20 15:22:59,a5YjcfveMeGIm-PPQI3NrA,
1101,ne7RFEKa3UdOLpNJ5IEXkw,"Everything was perfect! Service perfect food perfect atmosphere perfect .
American
My Queen and I likes to hit the google wheel and go! Here we are.",5,2023-02-25 10:59:50,lW5Qke8isFgM8i4fRkHZmA,
1102,xaPbc8nSJ2Y2eeN7ZnlbIg,Jeff Ruby's Steakhouse checks more boxes than you even know are there to be checked!  The first look is jaw droppingly gorgeous!  From the crystal...,5,2023-07-08 12:58:18,NSxXFf-vs2nWgO9stZcfPQ,
1103,Ujtj_2-cHmoYoXdHXXtV_A,Great food and great service! Colin took care of my Family and I on father's day and he was great. Definitely try this place out!,5,2023-06-20 14:41:40,Zl-9vq2IcU_MOlIjHozopg,
1104,ugtDStf5lBMPylgxdVXHvw,"YES! You've found your next meal!

PSA - this will change your perspective of what a good Reuben Sandwich and chicken wings are like.  

We went here...",5,2023-07-05 14:08:05,Pz-qxNACyIAdnmey1VLTVg,
1105,0cK0_slUvvtM6b-NSu120w,"I'd always heard of Valters but never had the chance to come down here. They've got a small parking lot at the back, but I had come from a different...",5,2023-06-15 04:56:22,0PCM8QMFWatpzBMRUVOVbQ,
1106,PCCh7rIxDtqCY3bjYJq5yA,"We got SO lucky with this place. Usually, you'd need a reservation but my friend and I walked in, asked if there was any spot and they had an open spot on...",5,2023-06-04 13:05:39,Z9w_0w_1y11pvkpamn0_vQ,
1107,7O3rH5WZcX8c3tBde4kEuQ,"Revisit for a Saturday brunch at one of our all time favorites. I'm happy to report the Lindey's I knew pre-Covid is the same Lindey's post-Covid. 

Our...",5,2023-06-26 18:36:58,9leRUv4_XFUuGyevKJKA-Q,
1108,7A8xUfi0MUQZ_NgyqksgcQ,"We went to Lindey's to celebrate a milestone dinner, and we had an almost perfect time. The food and service were both excellent, and for being located in...",4,2023-07-06 12:19:32,gU7W6Vl3Jo232PiOUoNWpQ,
1109,X01OnYDrkZkuabgEbfxUng,"The Refectory has been named one of the best restaurants in Columbus for several years and after visiting for dinner last night, that comes as no surprise....",5,2023-04-29 06:25:48,ZvIA8xmiwa7sk2cJdYV1rA,
1110,9yGclEbL0kcRsKNpJPDecg,"You know it all hit just right when you wake up the morning after thinking * I want all the things over again @roohcolumbus , Thank you for such a memorable...",5,2023-02-12 10:04:42,1WKNrLd9vc-oCzw0WZlyZw,
1111,Qg1qP8su8rV_b7T_3TZEiw,Food is always good every time I eat here. The wait was long!(1hr20min) Because it was Memorial weekend. Good beer and the best cream puffs! Service has...,4,2023-05-30 14:07:54,qmVLh3cNNYGtzZveJrLswQ,
1112,qBUyzhvTkpmcBTskRbws5w,"Yeah, its a tourist attraction and it was on TV...so that might make you think its a tourist trap.   It isnt. 

They really do a great job here - from the...",4,2023-07-05 18:24:14,3z1_BfMr63EnM60N6AfQCA,
1113,pXZtxwEKOeqHPiLU4o6Ccw,Wonderful rooftop bar! We loved having this available to us while we stayed at the canopy hotel. They are open until 1am on Saturday's so it was wonderful...,5,2023-06-11 09:57:45,jtZps-v38glcZd-LHNW9Ag,
1114,epkAtLVmJCwN-bRe_Z9oAQ,"I don't think Service Bar is capable of creating a dish that isn't blow-your-mind amazing. Each item is a masterpiece. 

Chef Avishar's creativity and skill...",5,2021-01-06 10:42:10,GtMdUrWMQS0MeQgZTFjhUA,
1115,KcGOlZ6aQOBCodWJmd5uqg,"Salvadorian bites you must try !!! Homemade Pupusas, Hen and Vegetable Soup (a personal favorite ), Short Rib and Vegetable Soup, Carne Asada with homemade...",5,2023-02-12 09:15:24,1WKNrLd9vc-oCzw0WZlyZw,
1116,kmOEc0jAUVwPskoZNoRyNg,This review has been long over overdue. This is one of my favorite Mexican restaurants. Me encanta venir con mi familia y hasta invito a mis amiguigtos...,5,2022-10-09 11:29:09,XADkiKLFCM1HMfbGwF5HOw,
1117,GI3FmjHkgmIJykwahc4h2g,Stumbled upon this place on a Facebook group... inside seemed decent and staff was friendly. Not from Columbus and looked like a run down side of town. Only...,5,2023-07-12 12:02:41,ktRE6F0iwrFva_6gbn71YQ,
1118,lxXs748UfGGAp3WoSUGn9Q,"I went to condados  in Easton in Columbus Ohio.Our server was Sydney L and she was marvelous!! 
She was very attentive amid friendly.Very knowledgeable on...",5,2023-05-28 05:25:12,_JRKgSbMjwOakLw6uJenHg,
1119,3rqzLyPnM6BqcLzZLW13_Q,"This is the first time I have ever been to this restaurant, and I was beyond impressed! I ordered ""the heater"" and ""the Tradicionales"" with a side of ""Dirty...",5,2023-07-10 02:13:01,3Mjsqa5vj2Zn6GPryeix3w,
1120,MpNx32tN-Jp1KPywm8rmdg,"Location is great. Large place with outdoor dining. We went Saturday at 6:00 and had no issues grabbing a table for 4. Food was good, service could have...",3,2023-06-17 18:42:06,eqLXtYzXuHE_bAxUmZnlQA,
1121,q51_GjLXox-9VvU7n4VvlQ,In town for a volleyball convention. Arrived late for a Thursday evening (at hotel at 9:45 pm) and found it difficult to find an open establishment.  Came...,5,2023-04-29 14:01:55,6eMKU6-eVpLE_-7T3uo9eg,
1122,eT_eO2YNiow3Msg427qEwA,"Bonifacio is a Filipino restaurant in Grandview, and considering there are not too many Filipino options in Columbus, we decided to try this place as we...",3,2023-05-29 06:16:21,gU7W6Vl3Jo232PiOUoNWpQ,
1123,Fz7Qh6MJLCx86xO3GQPa5g,"This isn't the first time I've been to this restaurant, but it's totally a different vibe. The graffiti style art it's awesome. There was a bouncer and...",2,2023-05-28 13:28:09,FXY-D75Umvv7SDl9hLh3Cw,
1124,klNTJvgW2SmnV7fAA2VSdA,"Best Bar Restaurant Down Town
Everything on the menu GREAT! I come every week and I don't think I can find a better time Down Town!",5,2023-07-09 14:40:58,R9HDXeBaDHfzzvdSCnezzg,
1125,P_NzqEf0mycSjsMIrr2Jtw,The othside is clean and so is the inside. Staff was helpful and friendly. The food was hot and fast and tasted great.,5,2023-06-26 12:30:19,q3dIqTQTC_PFk95q_aEhHw,
1126,FxrakD-mX9x44BN4dQJ_2w,Delicious snacks and nuts. Super fresh and always the highest quality. Staff is friendly and helpful.,5,2023-04-01 08:02:50,sMKXSVVUI8KI-lg5vw-N7A,
1127,DHRhKIIz68ENjHQJWrdDJw,"This is, hands down, my favorite local business for savory snacks/nuts and sweet treats. At the holidays, the traffic and parking can be bonkers, but I...",5,2022-12-31 10:45:03,cb5Ag92-PHiMqZ6cgZacPw,
1128,kEwrcGuOQYKBo0kYxakj2Q,"Peanut butter paradise! This is a true classic family run small business. Apparently, they are one of the oldest peanut butter manufacturers in the US.  The...",5,2022-03-08 09:12:55,XA0_SwXp2zFe6A55rUNp5A,
1129,8UlWBx1ahNx-e6n_Nc3tLw,"Yikes, what a line at the drive through when we stopped here one evening some time ago! At least 10 cars and it wasn't moving.

We ended up going to...",1,2023-01-10 08:29:13,1u6wI_O_3Ff65msvDPvO6w,
1130,h-3NPmerVwNXxHENEfukDA,"I've eaten at this location numerous times dating back to the mid 2000's and although it's good, I don't get the cult following of it.  Some people think...",4,2022-07-03 11:36:53,t-MbBRkNIR0eM_Ha2dAF0w,
1131,Lkwx54VHn_tB67OMU3ixfA,Delicious greek food at a great value! Ordered on Uber eats tonight due to quick delivery time. Wow was I pleasantly surprised! Two spicy greek bowls - one...,4,2021-08-16 18:43:07,krALL6hazh46e98NgVUkOA,
1132,dlVZq_jhAi0ryd200Tx5cg,Had a couple of hours to kill in downtown Columbus and so glad we ran into this place.  Duckpin is an awesome combo of skee ball and bowling.  I can imagine...,4,2023-04-30 05:20:04,scW7BLo1jJh0o-3HolAeTw,
1133,QeRWxPe-UHKiiRL1uanhEQ,"Excellent, ice cream. The peach jam and biscuit ice cream was amazing so creative and so delicious.",5,2023-05-25 05:48:20,wceDv3dfJGkJLaOuWBXbPQ,
1134,GWlBL5lxGE5L9OK4Q0sYcw,"This was  an interesting place. I was glad to I got to check out this modern-day arcade.

The place doesn't have any food, but they do sometimes have food...",3,2022-05-30 13:04:01,s-yGhMIJTcW39FTTzc2_Eg,
1135,XT4l7pmYtbWnbATS-cDozQ,"Located inside of the grocery store, delicious kabobs and superb rice! My husband is Iranian and was really pleased with the quality and authenticity! The...",5,2023-02-18 08:17:50,THnz1S-75QJmSKoLLiBb2g,
1136,RHRSgVioiJgf5OZ1s0oQrQ,"My boyfriend and I are visiting Columbus for a couple days so we had to get some Jeni's in.
This Jeni's location is open til late so it's a great spot for a...",5,2022-08-08 21:04:02,qQ_w2k9FsCU1Og3CdEzCnQ,
1137,L0EIMBw_KvBmTlCHIddBag,"From humble beginnings in the North Market to calculated nationwide expansion Jeni's will always hold a special place in the heart of this Buckeye, every...",5,2022-10-09 07:37:28,U4INQZOPSUaj8hMjLlZ3KA,
1138,9vOJ-XJe3Zswlq5eZCqDTA,"Oddfellows is a classic bar! I've only been once, but I know they have tons of local regulars who rarely go anywhere else.
It's a no-frills vibe with a very...",4,2023-06-26 15:54:33,xViPciuEA-kEwbfekl62Fg,
1139,EGLYymhPmEghhzs2T9HNRQ,I would rate this place negative stars if I could. I was allowed to walk into the bar but once inside I was cornered by a staff member asking for my id...,1,2023-04-01 22:35:49,TFAdETwjWTGIElXu2skdAw,
1140,Ed7ULCDT9B8ylSNCklNT-A,"I love this place and what it stands for. Such a great concept! Allows patrons options to pay full price, pay what you can, volunteer for a meal and even...",5,2017-07-19 07:12:19,AyUBGAP-85I8XHTR3uiTVQ,
1141,IfMInLLxNsa56advOiY0WA,"I honestly had such a great time at Karaoke Tuesday, but we were harassed and pushed by a bouncer when waiting outside for our friends. Super disappointed...",1,2023-07-04 22:44:17,4XIw8zIE7aMmxHviFVICAQ,
1142,SZrAekZ4CNjAG7bk8effsw,"First time ever in a sober bar. It could have been the last time, but it wasn't as bad as I thought it would turn out. The Dry Mill is a bar for those not...",4,2022-10-25 04:25:37,tgeFUChlh7v8bZFVl2-hjQ,
1143,m1U27IYd2lA3D36EE6hTXA,"Excellent food and drinks. 

We had the Polynesian bear and amaretto sour. 

Flavors were pretty on point for virgin drinks. The Polynesian bear tasted like...",4,2022-07-09 18:37:30,_rivSr99J0_FLnBrdoYyiw,
1144,dBGkljxSVK1Rr4tf3V8n-g,The Dry Mill is the first Sober Bar in Columbus created by two childhood friends creating a safe place for those who don't drink. My husband and I are both...,5,2022-05-31 05:19:43,2si5MwXvub3Ko-enQakRpg,
1145,v-4mW2VHFhkZynyVszLraA,"These shakes are amazing!  The owner is extremely friendly and uses high quality ingredients.  

We went on a Friday afternoon and had a great experience....",5,2023-03-31 15:13:03,VFgPnD20aE_4p2THqSFcDQ,
1146,OXvnUj-k8aiFiMNVz1JCTA,"Great shakes, best ones in columbus! Great service and super clean space. Highly recommended!",5,2023-07-04 14:49:18,19MR5kgRZeBFmrV1F8CQyQ,
1147,Wphyuts7dSuDfLdMofsBjw,"This place BLEW US AWAY. The milkshake was fast, delicious, and well worth the price. We barely waited 5 minutes and the singular staff was friendly and...",5,2023-06-27 10:57:35,VZEAKb3hVA49tuuMSAtc9g,
1148,Yw6HL5kMfyCj683av3NRvg,"Great location. Glad they weathered through COVID to still remain open.
Wait staff always friendly. 
Always a go to for appetizers and a Philly sandwich.",4,2022-12-01 11:30:07,0C_BcoJROQ-0j-1KDYW53A,
1149,yEBzdvQ9Q5urf0X5OZwflw,We stopped in here for fish and chips after an evening event at the Conservatory.  The group consensus was that the food was OK.  Our server was polite and...,3,2023-02-04 07:49:33,qn7SBX0zPE0keFJe0V-_9A,
1150,s_kT6VMUghUBvVkTpiJLYQ,"The sandwiches are great if your server-- makes your sandwich the way you asked--. 
Today my server Taylor J DID NOT  .
-I phoned the order in at 8m

-I'm a...",1,2023-03-20 12:24:59,2XzalN7hxHs1J9-86k4DSQ,
1151,LHLj3bNGXRdm-xlJdtjClw,"A Columbus landmark spot for an amazing lunch. Great prices, super clean, delicious food options always prepared fresh and made to order, and exceptional...",5,2023-07-13 11:35:40,cImabMranJlBojsnhIwSqg,
1152,p6TMiEwi_r95M_b5GvRzGw,I expected more from HCT as friends and family were giving it high recommendations. I'd even tried the HCT inside Lower.com Field on a Crew gameday. I went...,3,2023-06-16 10:51:28,-0gVzzQEfwPC8Y4zqRVm_A,
1153,h_X5aVWLHV0RgfO0VHwpiA,"So-so food, high prices.  Three (admittedly large) chicken tenders, fries and a soda fountain drink was $19.  

The soda fountain had orange soda and creme...",3,2023-04-10 17:47:45,APQ2xxbgziU6SmztIAaJvg,
1154,hzXW6RPCNTghQwZHoOrI7A,Tried Modern Southern Table at Budd Dairy Hall tonight. It's an hour wait for everything. The lady told me they have a lot of online and Uber Eats orders...,3,2023-06-17 18:33:39,dkW1uZcRRf1TVYGHBqTY1w,
1155,1OhmsUSKeiN_fJgzjYRPzQ,Checked this place out for my birthday. The food looked really good in pics and I wanted to support a black business. The customer service was okay and the...,3,2023-03-01 00:11:09,7DCwwpe524F2AqZqTUGExg,
1156,bTxx-TplR3dcEdAqvPz1Gw,I love this place!!  Of course I love the meatloaf sandwich choices - but if you don't there are other choices!  Sandwiches are huge and there is choices in...,5,2023-02-08 10:39:00,sbyq4Aykq_fLe7p_ceEf9A,
1157,bSFFJaBaSla14mFOHsrPvg,"Great sandwiches, quick service. Smells are free. 

No dine in, but they do have picnic tables outside if the weather is amenable. 

We got a Reuben,...",5,2022-11-18 13:13:32,RM_dvs9GymqilwLCm9gj8w,
1158,suDIWwdhDItBVkBJN9Zniw,Lovin' this brand new coffee house / cocktail lounge in Italian Village. I think I heard about it on Instagram... Or maybe I walked by. I can't remember but...,5,2023-03-27 04:33:41,_NpJZ0q8KVI-d2YLL_VpCA,
1159,PuwVo2mf6RI8yOpw0rcl_A,"This is such a great addition to the Italian Village neighborhood! They have a variety of coffee drinks, alcoholic/non alcoholic drinks, and snacks. So far...",5,2023-03-07 10:14:15,9TD1a6rwpiR4kpUyJWEmZA,
1160,0BRHQy50GiZ2_BrADuCFgw,"I want to love this stall. It's super authentic looking, it really gets the fast casual vibe of this dish but...I found it rather lacking.

The chashu just...",3,2023-04-24 13:43:49,4O8LhLamdEvWo06m2NC_Lw,
1161,GCSTiuMPoeedlp1QWV-ffQ,"Ramen was meh at best. 

The real reason I'm giving it a 1 star is I've been puking all day with food poisoning since eating there. 

It's overpriced for...",1,2023-03-04 19:16:33,ePNqYzEL4Y8pfwthd5WxNQ,
1162,ADvZEVGvSSNMkiwuehvlpw,I couldn't be happier that lions cub opened a store front because I couldn't keep up with their online ordering lol. So glad I finally got to try them!...,5,2021-10-12 05:38:10,QYpARMamlxmVxm229vV3tA,
1163,ljwglOPtUJZuSXH7ULw0-A,"Be sure to check your item before you leave...  

I ordered a German Chocolate cake for my parent's 50th-anniversary dinner.  When ordering I distinctly...",2,2023-07-11 17:37:04,ZsDLK2Tm5_e00YdKjTVimg,
1164,htCIB6-qZmE5rVWmIozlPA,"I guess they moved from a ghost kitchen; small place. The connected bar has indoor seating and patio area as well.  Food was very good, and very fast...",5,2023-07-07 15:28:37,tN-t8H5VWIvPzNUaqGlyVQ,
1165,c6iUGb2_Lz0mV_xqyRwaPg,Service was fantastic and I enjoyed the shrimp/grits so much. However I didn't like that the macaroni wasn't made with elbow noodles.,4,2023-07-02 00:02:00,Sl60pCW4TUk0AwoWE8OrPQ,
1166,-dyU5ooDUGpeMgnhfcbF-g,"They served me and my friends while we are here for the louis tomlinson (loml) concert and they were very helpful, thank you.",5,2023-06-06 08:17:12,cI6HI9j0Nli_PrgR4FAhYw,
1167,9QwhvWp6hpY3EJvtk6zYjA,We were looking for a good late breakfast spot and found Sunny Street on Yelp. The pictures made it look like the kind of place we could get some good...,5,2023-03-17 09:16:08,x8nYtqGjroBmvQ1nuoCqsw,
1168,tvNrqeohlmRMIONs080HSg,"We went for their current Mexican Supper Club menu (June 2023). We ate so many vibrantly fresh and delicious things! 

Ceviche in a fermented prickly pear...",5,2023-06-05 07:02:49,Plhq9CG6UZ43kTE0s_wjig,
1169,jEnmfQ_7zXBhYryhVVuh4Q,We checked out Sunny Street Cafe while waiting for the gates to open for a Columbus Clippers game. It was busy! Our waitress was so great! I ordered the...,3,2023-06-02 06:17:05,c1a0g2Jdx-OH5y_dDN2aDw,
1170,PMiQLbuMmDz4XrzowV9gqw,Cafe Zupas is my favorite soup and salad shop. I regularly visit the Easton location on my work days. My latest visit was to grab dinner after getting...,5,2023-01-18 13:56:50,ZaG_uKnE4e86ud-9ud4kTw,
1171,l7oFVqsjS996sDkbDq3kDg,"Cafe Zupas has never been a favorite of mine and after a few visits, I feel comfortable making this review. I'll preface this by saying it might just be me...",2,2023-03-26 18:19:57,E4D6d5MorXfANiiwO2TtCg,
1172,bqRnm3V39LTvMC_OjyS3VQ,"Great soup. Deep rich flavors with nice lasting after taste. 
When I walked in I just asked each staff person what is your favorite soup. Surprisedly, they...",4,2023-02-09 21:04:25,W5ile8ec40snDwWjyuNHzA,
1173,oSN39uRLCqXY12g4K3RHUw,"WOW is definitely an understatement. John was our server & we will ask for him every-time if we can! He is so knowledgeable, gives great recommendations,...",5,2023-05-13 09:53:25,wA6vkpBAUFtY0Vfd3ldYjw,
1174,vOo6d2CwRd7UKvK5eGutRA,"Food:
We waited over an hour for our food and we didn't order anything difficult. Just waffles, eggs, bacon and a chicken sandwich. 

My waffle was not...",3,2023-04-24 11:13:14,rduzUTh46JRi3dXc_LUO7Q,
1175,noZhr8InsaNjyydjC6P3TQ,"Stopped here on the way to visit some relatives. Service was attentive, food was delicious and it was a nice atmosphere. Cheeseburgers were delicious and...",5,2023-07-08 17:13:45,CoqmPyjIRq4di8lVduC_gg,
